WARNING | 2021-12-08 20:24:26,519 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: tmpl_cmd_get_device_id_rs
WARNING | 2021-12-08 20:24:26,519 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: ipmi_sensor_units
WARNING | 2021-12-08 20:24:26,519 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: ipmi_sensor_types
WARNING | 2021-12-08 20:24:26,520 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: ipmi_oem_sensor_type
WARNING | 2021-12-08 20:24:26,520 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: tmpl_cmd_oem_intel_node_manager_set_node_manager_alert_destination_rs
WARNING | 2021-12-08 20:24:26,520 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: ipmi_sensor_type_power_supply
WARNING | 2021-12-08 20:24:26,520 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: tmpl_cmd_oem_intel_node_manager_get_node_manager_statistics_rs
WARNING | 2021-12-08 20:24:26,520 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: tmpl_cmd_oem_intel_node_manager_set_turbo_synchronization_ratio_rs
WARNING | 2021-12-08 20:24:26,520 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: tmpl_cmd_oem_intel_node_manager_get_node_manager_capabilities_rs
WARNING | 2021-12-08 20:24:26,520 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: tmpl_cmd_oem_intel_node_manager_set_node_manager_policy_rs
WARNING | 2021-12-08 20:24:26,521 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: tmpl_cmd_oem_intel_node_manager_enable_disable_node_manager_policy_control_rs
WARNING | 2021-12-08 20:24:26,521 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: tmpl_cmd_set_lan_configuration_parameters_rs
WARNING | 2021-12-08 20:24:26,521 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: tmpl_cmd_get_user_name_rs
WARNING | 2021-12-08 20:24:26,521 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: tmpl_cmd_oem_intel_node_manager_set_node_manager_power_draw_range_rs
WARNING | 2021-12-08 20:24:26,521 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: tmpl_cmd_get_sensor_reading_rs
WARNING | 2021-12-08 20:24:26,521 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: tmpl_cmd_oem_intel_node_manager_set_node_manager_policy_suspend_periods_rs
WARNING | 2021-12-08 20:24:26,521 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: tmpl_cmd_set_sol_configuration_parameters_rs
WARNING | 2021-12-08 20:24:26,521 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: tmpl_cmd_oem_intel_node_manager_get_node_manager_alert_destination_rs
WARNING | 2021-12-08 20:24:26,522 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: tmpl_cmd_oem_intel_node_manager_reset_node_manager_statistics_rs
WARNING | 2021-12-08 20:24:26,522 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: tmpl_cmd_oem_intel_node_manager_get_node_manager_policy_alert_thresholds_rs
WARNING | 2021-12-08 20:24:26,522 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: tmpl_cmd_get_sol_configuration_parameters_rs
WARNING | 2021-12-08 20:24:26,522 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: tmpl_cmd_get_system_info_parameters_rs
WARNING | 2021-12-08 20:24:26,522 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: tmpl_cmd_oem_intel_node_manager_get_node_manager_policy_rs
WARNING | 2021-12-08 20:24:26,522 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: tmpl_cmd_oem_intel_node_manager_set_node_manager_policy_alert_thresholds_rs
WARNING | 2021-12-08 20:24:26,522 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: tmpl_cmd_get_lan_configuration_parameters_rs
